平成２９年,患者調査,平成２９年１０月,千人
下巻第２表　推計外来患者数（患者住所地），都道府県・外来（初診－再来）×傷病分類×病院－一般診療所別
注：（１）　病院－一般診療所の総数には、歯科診療所を含む。
注：（２）　全国には、住所不詳を含む。
,全国,,,北海道,,,青森,,,岩手,,,宮城,,,秋田,,,山形,,,福島,,,茨城,,,栃木,,,群馬,,,埼玉,,,千葉,,,東京,,,神奈川,,,新潟,,,富山,,,石川,,,福井,,,山梨,,,長野,,,岐阜,,,静岡,,,愛知,,,三重,,,滋賀,,,京都,,,大阪,,,兵庫,,,奈良,,,和歌山,,,鳥取,,,島根,,,岡山,,,広島,,,山口,,,徳島,,,香川,,,愛媛,,,高知,,,福岡,,,佐賀,,,長崎,,,熊本,,,大分,,,宮崎,,,鹿児島,,,沖縄,,
　胃の悪性新生物＜腫瘍＞（再掲）,19.9,2.3,17.6,0.7,0.1,0.6,0.2,0.0,0.2,0.3,0.0,0.2,0.3,0.1,0.3,0.3,0.0,0.3,0.3,0.0,0.3,0.3,0.1,0.3,0.4,0.1,0.3,0.3,0.0,0.3,0.4,0.0,0.4,0.9,0.1,0.8,0.8,0.0,0.7,1.9,0.2,1.7,1.1,0.1,1.0,0.5,0.0,0.5,0.2,0.0,0.2,0.2,0.0,0.2,0.1,-,0.1,0.1,0.0,0.1,0.5,0.1,0.4,0.4,0.0,0.3,0.4,0.1,0.4,1.2,0.2,1.0,0.4,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3,1.7,0.2,1.5,1.2,0.1,1.1,0.3,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.3,0.1,0.2,0.4,0.1,0.4,0.2,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.8,0.1,0.7,0.2,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.1,-,0.1,0.1,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.0
　結腸及び直腸の悪性新生物＜腫瘍＞（再掲）,29.7,3.5,26.2,1.1,0.1,1.0,0.4,0.0,0.4,0.4,0.0,0.3,0.5,0.1,0.4,0.3,0.0,0.3,0.3,0.0,0.3,0.4,0.1,0.3,0.5,0.1,0.4,0.4,0.0,0.3,0.7,0.1,0.6,1.4,0.2,1.3,1.1,0.1,1.0,3.3,0.2,3.1,1.9,0.2,1.6,0.6,0.1,0.5,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.1,0.7,0.1,0.7,0.7,0.1,0.6,0.9,0.1,0.7,1.9,0.2,1.7,0.4,0.0,0.4,0.4,0.0,0.3,0.6,0.1,0.5,2.1,0.3,1.8,1.8,0.1,1.7,0.2,0.0,0.2,0.4,0.0,0.3,0.2,0.1,0.1,0.2,0.0,0.2,0.4,0.0,0.3,0.7,0.1,0.6,0.3,0.0,0.3,0.2,0.0,0.2,0.3,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,1.1,0.1,0.9,0.2,0.0,0.2,0.3,0.0,0.2,0.3,0.0,0.2,0.2,0.0,0.1,0.3,0.0,0.2,0.3,0.0,0.3,0.2,0.0,0.2
　気管，気管支及び肺の悪性新生物＜腫瘍＞（再掲）,17.1,2.0,15.1,0.7,0.1,0.5,0.2,0.0,0.2,0.3,0.0,0.2,0.3,0.0,0.3,0.1,0.0,0.1,0.2,0.0,0.2,0.2,0.1,0.1,0.3,0.1,0.3,0.2,0.0,0.2,0.3,0.0,0.3,0.7,0.1,0.7,0.7,0.1,0.6,1.5,0.2,1.3,1.2,0.1,1.1,0.3,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.3,0.0,0.3,0.3,0.0,0.3,0.5,0.0,0.4,1.0,0.1,0.8,0.4,0.0,0.3,0.2,0.0,0.2,0.3,0.0,0.3,1.7,0.1,1.5,0.5,0.0,0.5,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.3,0.0,0.3,0.5,0.1,0.4,0.2,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.8,0.1,0.7,0.1,0.0,0.1,0.2,0.0,0.2,0.3,0.0,0.3,0.1,0.0,0.1,0.2,0.0,0.2,0.3,0.1,0.2,0.1,0.0,0.1
Ⅲ　血液及び造血器の疾患並びに免疫機構の障害,21.1,2.7,18.4,0.8,0.1,0.7,0.2,0.0,0.2,0.2,0.0,0.1,0.3,0.1,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.3,0.1,0.2,0.6,0.0,0.5,0.2,0.0,0.2,0.4,0.1,0.4,1.1,0.2,1.0,1.0,0.2,0.8,2.5,0.3,2.2,1.3,0.2,1.1,0.4,0.1,0.3,0.2,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.4,0.0,0.4,0.7,0.1,0.7,0.5,0.1,0.4,1.1,0.2,0.9,0.2,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.4,1.3,0.1,1.2,0.6,0.1,0.6,0.2,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.2,0.3,0.0,0.3,0.4,0.1,0.3,0.3,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,1.1,0.2,1.0,0.1,0.0,0.1,0.3,0.0,0.2,0.4,0.0,0.3,0.2,0.0,0.2,0.2,0.0,0.2,0.3,0.0,0.2,0.2,0.0,0.2
Ⅳ　内分泌，栄養及び代謝疾患,442.9,19.9,423.0,18.8,0.8,18.0,5.0,0.2,4.8,4.8,0.2,4.6,9.5,0.3,9.2,3.2,0.1,3.1,4.2,0.2,4.0,6.2,0.3,5.9,8.3,0.4,7.9,6.9,0.2,6.6,6.2,0.3,5.9,24.8,1.2,23.7,17.7,1.1,16.6,37.3,1.9,35.4,28.6,1.2,27.5,6.4,0.2,6.2,3.3,0.2,3.2,3.7,0.2,3.6,2.8,0.1,2.7,2.9,0.1,2.8,7.1,0.4,6.7,8.7,0.3,8.3,13.2,0.5,12.7,24.8,1.1,23.7,8.3,0.3,8.0,4.9,0.3,4.6,8.5,0.4,8.1,35.0,1.3,33.7,24.0,0.9,23.0,4.2,0.2,4.0,4.5,0.2,4.3,2.3,0.1,2.2,2.8,0.1,2.7,7.7,0.2,7.5,9.8,0.6,9.3,5.3,0.1,5.2,3.1,0.2,3.0,4.1,0.1,3.9,5.2,0.3,5.0,2.6,0.1,2.5,17.6,0.9,16.7,3.8,0.2,3.6,5.8,0.2,5.6,7.7,0.9,6.9,4.0,0.2,3.8,3.5,0.1,3.3,6.3,0.2,6.1,3.7,0.2,3.4
　甲状腺障害（再掲）,32.2,3.4,28.8,1.4,0.1,1.3,0.4,0.0,0.3,0.2,0.0,0.2,0.4,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.4,0.5,0.0,0.5,0.3,0.0,0.3,0.5,0.0,0.4,1.5,0.1,1.4,1.0,0.1,0.9,2.3,0.4,1.9,4.0,0.2,3.8,0.3,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3,0.2,0.0,0.1,0.1,0.0,0.1,0.5,0.1,0.4,0.6,0.0,0.5,0.9,0.1,0.7,1.7,0.2,1.5,0.4,0.0,0.3,0.3,0.0,0.3,1.0,0.0,0.9,2.3,0.2,2.0,1.2,0.0,1.1,0.3,0.0,0.3,0.3,0.0,0.3,0.1,0.0,0.1,0.3,0.0,0.2,0.5,0.0,0.5,0.8,0.1,0.7,0.3,0.0,0.3,0.3,0.0,0.2,0.3,0.0,0.3,0.4,0.0,0.3,0.2,0.0,0.2,1.4,0.2,1.2,0.3,0.0,0.2,0.4,0.0,0.4,1.7,0.7,1.0,0.3,0.1,0.3,0.3,0.0,0.2,0.3,0.0,0.3,0.3,0.0,0.3
　糖尿病（再掲）,224.0,7.3,216.7,10.1,0.3,9.8,2.3,0.1,2.3,2.7,0.1,2.6,4.4,0.1,4.3,1.6,0.0,1.5,2.1,0.0,2.1,3.2,0.1,3.1,4.4,0.2,4.2,3.6,0.1,3.5,3.2,0.1,3.1,14.2,0.6,13.7,8.7,0.7,8.0,18.3,0.5,17.7,11.9,0.5,11.4,3.2,0.1,3.0,1.8,0.1,1.7,1.8,0.0,1.8,1.4,0.0,1.3,1.5,0.0,1.5,3.6,0.2,3.4,4.4,0.1,4.3,7.1,0.1,6.9,11.9,0.3,11.6,4.5,0.1,4.4,2.2,0.1,2.1,4.4,0.2,4.2,16.7,0.5,16.2,10.5,0.3,10.2,2.0,0.1,1.9,2.2,0.0,2.1,1.2,0.0,1.1,1.2,0.0,1.2,4.0,0.1,4.0,5.1,0.2,4.9,2.7,0.1,2.7,1.6,0.1,1.6,2.2,0.1,2.2,2.8,0.1,2.7,1.3,0.0,1.2,11.1,0.4,10.6,2.2,0.1,2.1,3.3,0.1,3.3,3.6,0.1,3.5,2.2,0.1,2.2,1.5,0.0,1.5,4.2,0.1,4.1,2.1,0.1,2.1
Ⅴ　精神及び行動の障害,260.9,12.9,247.9,11.2,0.9,10.3,3.1,0.1,3.1,3.4,0.2,3.2,4.4,0.2,4.2,2.6,0.1,2.5,2.1,0.1,2.0,4.4,0.2,4.2,4.3,0.2,4.1,2.4,0.1,2.3,2.3,0.1,2.2,11.7,0.3,11.4,14.8,0.9,13.9,23.3,2.0,21.3,20.4,1.0,19.5,6.6,0.3,6.3,1.8,0.1,1.7,2.2,0.3,1.9,2.1,0.1,2.0,1.5,0.1,1.4,3.8,0.2,3.6,3.9,0.2,3.8,5.2,0.2,5.0,14.5,0.6,13.9,3.5,0.1,3.4,2.7,0.1,2.6,7.1,0.3,6.8,13.8,0.8,13.1,8.9,0.3,8.6,2.0,0.2,1.7,1.8,0.1,1.7,1.4,0.1,1.3,2.1,0.2,2.0,5.2,0.2,5.0,5.6,0.3,5.4,4.0,0.3,3.7,0.9,0.1,0.9,2.4,0.1,2.3,4.2,0.1,4.1,1.6,0.0,1.5,18.4,0.5,17.9,2.0,0.1,2.0,3.2,0.1,3.0,3.3,0.1,3.2,3.0,0.1,2.9,2.5,0.1,2.4,3.1,0.1,2.9,4.4,0.1,4.2
　統合失調症，統合失調症型障害及び妄想性障害（再掲）,62.7,1.4,61.3,3.2,0.2,3.0,1.1,0.0,1.1,0.9,0.0,0.8,0.9,0.0,0.9,0.7,0.0,0.7,0.4,0.0,0.4,1.0,0.0,1.0,1.3,0.0,1.2,0.7,-,0.7,0.7,0.0,0.7,1.9,0.0,1.9,2.8,0.0,2.8,5.2,0.4,4.8,4.5,0.1,4.5,1.1,0.0,1.1,0.5,0.0,0.5,0.4,0.1,0.3,0.4,0.0,0.4,0.5,0.0,0.5,1.0,0.0,1.0,0.8,0.0,0.8,1.5,0.0,1.5,3.3,0.1,3.2,0.8,-,0.8,0.6,0.0,0.6,1.2,0.0,1.2,4.0,0.0,4.0,1.8,0.0,1.8,0.5,0.0,0.4,0.6,0.0,0.6,0.4,0.0,0.4,0.5,0.0,0.5,2.0,0.0,2.0,1.2,0.0,1.2,1.1,0.1,1.0,0.2,0.0,0.2,0.7,0.0,0.7,0.9,0.0,0.9,0.4,-,0.4,4.4,0.0,4.3,0.6,-,0.6,0.8,0.0,0.7,1.1,0.0,1.1,0.8,0.0,0.8,0.5,0.0,0.5,1.1,0.0,1.0,1.5,0.0,1.4
　気分［感情］障害（躁うつ病を含む）（再掲）,89.6,3.4,86.3,3.2,0.3,3.0,0.9,0.0,0.8,1.3,0.0,1.2,1.2,0.0,1.2,0.6,0.0,0.6,0.8,0.0,0.8,1.1,0.0,1.1,1.1,0.0,1.1,0.7,0.0,0.6,0.6,0.0,0.6,5.4,0.0,5.4,7.1,0.3,6.7,8.7,0.8,7.9,7.1,0.2,6.9,2.0,0.1,2.0,0.4,-,0.4,0.9,0.1,0.8,0.7,0.0,0.7,0.5,0.0,0.5,1.4,0.1,1.3,1.1,0.0,1.0,1.6,0.0,1.6,5.4,0.1,5.3,1.3,0.0,1.2,0.8,0.0,0.8,1.8,0.0,1.7,4.3,0.2,4.1,3.3,0.1,3.2,0.6,0.0,0.5,0.5,0.0,0.4,0.5,0.0,0.5,0.7,0.0,0.7,1.1,0.0,1.1,2.2,0.1,2.1,1.4,0.1,1.3,0.2,0.0,0.2,0.7,0.0,0.7,1.2,0.0,1.2,0.4,0.0,0.4,8.2,0.0,8.2,0.7,-,0.7,0.9,0.0,0.9,1.1,0.0,1.1,0.9,0.0,0.9,0.6,0.0,0.6,0.9,0.0,0.9,1.1,0.0,1.0
　神経症性障害，ストレス関連障害及び身体表現性障害（再掲）,59.4,4.7,54.7,2.5,0.3,2.2,0.7,0.0,0.7,0.8,0.1,0.8,1.3,0.1,1.2,0.6,0.0,0.5,0.5,0.1,0.4,1.5,0.1,1.4,1.0,0.1,0.9,0.3,0.0,0.3,0.6,0.1,0.5,2.6,0.1,2.5,3.4,0.4,3.0,5.2,0.6,4.7,6.5,0.5,6.0,1.8,0.1,1.7,0.3,0.0,0.3,0.5,0.0,0.4,0.4,0.0,0.4,0.2,0.0,0.2,0.7,0.1,0.7,0.8,0.0,0.7,1.3,0.1,1.2,3.7,0.2,3.5,0.8,0.1,0.7,0.6,0.0,0.6,1.4,0.1,1.3,2.7,0.2,2.5,2.7,0.2,2.5,0.5,0.1,0.4,0.4,0.0,0.4,0.2,0.0,0.2,0.4,0.1,0.4,0.9,0.1,0.8,0.9,0.1,0.8,0.8,0.1,0.7,0.1,0.0,0.1,0.5,0.0,0.5,1.0,0.1,0.9,0.4,0.0,0.3,3.9,0.3,3.6,0.4,0.0,0.4,0.7,0.0,0.6,0.4,0.0,0.4,0.5,0.0,0.5,0.9,0.1,0.8,0.5,0.0,0.4,0.6,0.0,0.5
Ⅵ　神経系の疾患,164.9,14.1,150.9,6.2,0.6,5.5,2.0,0.2,1.8,2.8,0.3,2.5,3.6,0.4,3.3,1.6,0.1,1.5,1.4,0.1,1.3,2.9,0.3,2.6,4.2,0.3,3.9,2.6,0.1,2.4,2.1,0.3,1.8,8.6,1.6,7.0,6.5,0.4,6.1,16.0,1.7,14.2,9.4,0.8,8.6,4.0,0.4,3.5,2.0,0.2,1.8,1.6,0.1,1.5,1.2,0.1,1.1,1.3,0.1,1.2,1.9,0.2,1.7,2.4,0.2,2.2,3.2,0.3,2.9,6.8,0.7,6.1,2.2,0.1,2.1,2.5,0.1,2.3,3.5,0.1,3.3,10.0,0.5,9.5,7.0,0.5,6.5,1.6,0.1,1.5,1.8,0.2,1.6,1.0,0.1,0.9,1.2,0.1,1.1,2.8,0.3,2.6,4.6,0.3,4.3,1.9,0.1,1.8,1.5,0.1,1.5,1.6,0.1,1.4,2.4,0.1,2.3,1.4,0.1,1.3,6.1,0.3,5.8,1.7,0.1,1.6,3.0,0.2,2.8,2.9,0.2,2.7,2.2,0.2,2.0,1.9,0.2,1.7,2.4,0.2,2.1,2.4,0.1,2.2
Ⅶ　眼及び付属器の疾患,358.5,76.0,282.4,15.3,4.3,11.1,4.3,0.8,3.6,3.3,0.6,2.7,7.0,1.4,5.6,2.8,0.6,2.2,3.8,0.7,3.0,2.6,0.7,1.8,5.0,0.7,4.3,7.2,1.2,5.9,5.5,1.3,4.2,22.5,4.7,17.8,13.2,3.2,10.0,38.4,7.9,30.5,29.5,7.7,21.8,6.3,1.0,5.3,3.7,0.8,2.9,3.5,0.7,2.8,2.1,0.5,1.6,2.0,0.5,1.6,5.5,1.0,4.5,6.1,1.0,5.1,9.0,1.2,7.7,19.0,2.7,16.3,6.7,0.9,5.8,4.0,0.8,3.2,7.6,2.0,5.5,25.4,5.7,19.8,17.6,4.6,13.0,2.5,0.5,1.9,3.9,0.8,3.2,1.0,0.2,0.8,1.9,0.3,1.6,5.4,0.9,4.5,6.3,1.4,4.9,5.1,0.5,4.6,1.8,0.4,1.4,2.6,0.7,1.9,3.7,0.6,3.1,0.8,0.1,0.7,15.4,3.5,11.9,3.0,0.6,2.4,5.5,0.8,4.7,4.3,1.0,3.4,2.8,0.6,2.2,2.8,0.7,2.1,4.2,1.3,3.0,3.7,1.0,2.8
